id,host_listings_count,latitude,longitude,accommodates,bedrooms,minimum_nights,availability_30,number_of_reviews,review_scores_value,room_type,host_is_superhost,Houseboat,Room in boutique hotel,Room in hotel,Tower,price
2067,6,52.35031,4.91938,4,2.0,2,16,9,4.89,2,0,0,0,1,0,176.0
2068,1,52.3907,4.93566,2,1.0,2,15,4,5.0,2,0,0,0,0,0,105.0
2069,2,52.35878,4.89733,2,1.0,2,0,154,4.65,2,1,0,0,0,0,92.0
2070,0,52.32627,4.86462,4,2.0,2,0,8,4.25,2,0,0,0,0,0,105.0
2071,3,52.37178,4.85301,1,1.0,2,10,205,4.78,2,1,0,0,0,0,47.0
2072,0,52.37136,4.86057,1,1.0,2,26,2,5.0,2,0,0,0,0,0,90.0
2073,1,52.38105,4.88765,2,1.0,3,0,192,4.75,4,1,0,0,0,0,100.0
2074,0,52.37189,4.83567,1,1.0,15,22,17,4.71,2,1,0,0,0,0,48.0
2075,3,52.32005,4.98004,2,1.0,3,14,0,4.643794288736118,4,0,0,0,0,0,90.0
2076,0,52.37022,4.87201,2,1.0,1,10,29,4.79,2,1,0,0,0,0,56.0
2077,0,52.35431,4.89852,4,2.0,3,12,12,4.83,2,1,0,0,0,0,200.0
2078,3,52.37847,4.88475,2,1.0,2,0,70,4.57,4,0,0,0,0,0,175.0
2079,1,52.3712,4.87398,2,1.0,1,8,0,4.643794288736118,4,0,0,0,0,0,150.0
2080,1,52.3826,4.86958,2,1.0,4,0,53,4.66,4,1,0,0,0,0,105.0
2081,2,52.38801,4.95684,3,2.0,2,13,91,4.63,2,1,0,0,0,0,59.0
2082,1,52.36769,4.86749,2,1.0,3,0,7,4.67,4,0,0,0,0,0,109.0
2083,2,52.37171,4.93199,4,3.0,3,5,56,4.73,4,0,0,0,0,0,325.0
2084,1,52.35575,4.89832,2,1.0,3,4,21,4.42,4,0,0,0,0,0,104.0
2085,1,52.37546,4.94386,2,1.0,2,16,67,4.75,2,1,0,0,0,0,110.0
2086,0,52.35194,4.92174,4,2.0,4,6,3,4.67,4,0,0,0,0,0,190.0
2087,0,52.37037,4.90595,2,1.0,3,10,10,4.4,2,0,0,0,0,0,100.0
2088,2,52.36197,4.90547,2,1.0,2,26,15,4.62,2,0,0,0,0,0,110.0
2089,4,52.35449,4.85013,4,1.0,2,19,5,5.0,4,0,0,0,0,0,240.0
2090,1,52.3762,4.84616,2,2.0,6,16,5,4.8,4,0,0,0,0,0,70.0
2091,1,52.35521,4.94222,2,1.0,1,0,202,4.7,2,0,0,0,0,0,99.0
2092,2,52.35099,4.88663,2,1.0,3,11,295,4.47,2,1,0,0,0,0,81.0
2093,1,52.34274,4.79123,3,1.0,2,4,238,4.78,2,1,0,0,0,0,80.0
2094,3,52.36188,4.89629,4,2.0,5,23,14,4.57,4,0,0,0,0,0,357.0
2095,2,52.36303,4.93314,2,1.0,2,23,239,4.04,2,0,0,0,0,0,69.0
2096,1,52.37468,4.94674,4,3.0,4,0,11,4.73,4,0,0,0,0,0,156.0
2097,0,52.37041,4.86096,4,2.0,2,0,41,4.63,4,0,0,0,0,0,150.0
2098,22,52.364967,4.880611,2,1.0,2,0,18,4.22,4,0,0,0,0,0,50.0
2099,1,52.3547,4.88684,3,1.0,4,10,20,4.58,4,0,0,0,0,0,80.0
2100,0,52.36318,4.86531,2,1.0,2,7,19,4.38,4,0,0,0,0,0,150.0
2101,1,52.38266,4.86201,2,1.0,2,22,81,4.81,2,1,0,0,0,0,100.0
2102,1,52.36198,4.90903,3,1.0,3,0,7,4.86,4,0,0,0,0,0,109.0
2103,0,52.33644,4.93256,2,1.0,2,0,0,4.643794288736118,2,0,0,0,0,0,71.0
2104,1,52.38422688432079,4.855401540523794,2,1.0,3,3,0,4.643794288736118,4,0,0,0,0,0,118.0
2105,2,52.37502,4.88457,4,2.0,2,0,13,4.85,4,0,0,0,0,0,250.0
2106,3,52.35229,4.93761,2,1.0,2,18,45,4.89,2,1,0,0,0,0,100.0
2107,2,52.32148,4.94602,4,2.0,3,25,26,4.5,4,0,0,0,0,0,190.0
2108,1,52.37532,4.89632,4,2.0,2,13,94,4.25,3,0,0,0,0,0,214.0
2109,6,52.38457,4.83319,1,1.0,1,30,3,4.33,2,0,0,0,1,0,81.0
2110,2,52.37239,4.89657,2,1.0,2,6,142,4.59,2,0,0,0,0,0,94.0
2111,6,52.35922,4.92539,2,1.0,1,15,13,3.38,4,0,0,0,0,0,177.0
2112,2,52.335,4.87115,2,1.0,3,5,1,5.0,4,0,0,0,0,0,110.0
2113,0,52.36015,4.92919,2,1.0,2,0,18,4.47,4,0,0,0,0,0,100.0
2114,1,52.3786,4.85046,4,2.0,2,0,15,4.53,4,1,0,0,0,0,220.0
2115,2,52.37239,4.87172,2,1.0,3,23,279,4.41,2,0,0,0,0,0,90.0
2116,1,52.36487,4.93429,4,3.0,4,0,20,4.74,4,0,0,0,0,0,200.0
2117,2,52.34769,4.90816,2,1.0,2,1,0,4.643794288736118,2,0,0,0,0,0,150.0
2118,4,52.35207,4.88953,2,1.0,2,0,18,4.72,4,0,0,0,0,0,200.0
2119,0,52.37688708801014,4.800527967667838,4,2.0,2,20,0,4.643794288736118,4,0,0,0,0,0,86.0
2120,0,52.39461,4.91771,2,1.0,3,9,10,4.67,4,0,0,0,0,0,125.0
2121,2,52.39674,4.90821,6,3.0,3,3,51,4.62,4,0,0,0,0,0,299.0
2122,2,52.3934,4.90731,4,3.0,3,0,2,4.5,4,0,0,0,0,0,199.0
2123,0,52.35077,4.91145,2,1.0,2,0,9,4.78,2,0,0,0,0,0,100.0
2124,0,52.36286,4.91999,2,1.0,3,0,0,4.643794288736118,2,0,0,0,0,0,76.0
2125,24,52.3736569445846,4.896357108281517,4,3.0,1,30,0,4.643794288736118,4,0,0,0,0,0,469.0
2126,1,52.35391,4.91932,4,2.0,3,0,2,5.0,4,0,0,0,0,0,172.0
2127,4,52.38388,4.78787,2,1.0,1,6,130,4.73,4,0,0,0,0,0,100.0
2128,2,52.38858,4.88545,3,2.0,3,1,2,5.0,4,0,0,0,0,0,120.0
2129,0,52.35277,4.84775,4,3.0,3,0,0,4.643794288736118,4,0,0,0,0,0,150.0
2130,1,52.36954,4.88697,4,2.0,1,28,0,4.643794288736118,2,1,0,0,0,0,435.0
2131,4,52.36823,4.93375,6,2.0,1,22,164,4.31,4,0,0,0,0,0,314.0
2132,1,52.3822,4.87163,2,1.0,5,0,8,4.63,4,0,0,0,0,0,100.0
2133,4,52.35987,4.87874,1,1.0,1,30,29,4.55,2,0,0,1,0,0,73.0
2134,6,52.352,4.92119,4,2.0,2,24,6,4.67,2,0,0,0,1,0,166.0
2135,1,52.35352,4.90062,3,2.0,3,0,14,4.79,4,1,0,0,0,0,113.0
2136,1,52.38181,4.87683,2,1.0,3,2,39,4.5,4,1,0,0,0,0,135.0
2137,0,52.35296,4.9954,5,4.0,3,0,4,4.75,4,0,0,0,0,0,159.0
2138,1,52.37151,4.88165,4,2.0,3,1,46,4.78,4,0,0,0,0,0,295.0
2139,1,52.34139,4.92011,4,4.0,3,27,18,4.56,4,0,0,0,0,0,695.0
2140,1,52.36177,4.87558,4,2.0,4,10,16,4.63,4,0,0,0,0,0,350.0
2141,1,52.38366,4.87186,2,1.0,2,0,28,4.71,4,1,0,0,0,0,121.0
2142,2,52.36517,4.94839,4,2.0,2,27,31,4.65,4,0,0,0,0,0,250.0
2143,1,52.35418,4.89798,4,2.0,3,0,7,4.57,4,0,0,0,0,0,300.0
2144,0,52.34568,4.89223,4,2.0,3,0,1,4.643794288736118,4,0,0,0,0,0,295.0
2145,1,52.36138,4.86717,3,1.0,4,15,95,4.84,4,1,0,0,0,0,135.0
2146,0,52.39474,4.90416,4,4.0,2,0,2,5.0,4,0,1,0,0,0,346.0
2147,1,52.37194,4.88668,2,1.0,2,17,180,4.47,2,0,0,0,0,0,107.0
2148,1,52.35677,4.89835,2,2.0,14,13,2,5.0,4,0,0,0,0,0,125.0
2149,2,52.38194,4.88528,2,1.0,2,9,42,4.62,2,0,0,0,0,0,90.0
2150,1,52.37798,4.94299,2,1.0,3,2,32,4.74,4,1,0,0,0,0,85.0
2151,1,52.3669,4.92669,2,2.0,3,5,16,4.13,4,0,0,0,0,0,180.0
2152,2,52.38348,4.8267,2,1.0,3,1,106,4.4,2,0,0,0,0,0,59.0
2153,2,52.35981,4.91363,2,1.0,5,0,15,4.8,4,1,0,0,0,0,145.0
2154,0,52.35188,4.88341,3,1.0,1,30,0,4.643794288736118,2,0,0,0,1,0,229.0
2155,2,52.38209,4.87935,2,1.0,2,15,40,4.64,4,0,0,0,0,0,124.0
2156,1,52.37823,4.8593,3,2.0,2,0,8,4.86,4,0,0,0,0,0,100.0
2157,1,52.35503,4.99792,4,5.0,6,14,10,4.3,4,0,0,0,0,0,204.0
2158,0,52.37321,4.90498,4,2.0,2,12,11,4.91,4,0,0,0,0,0,332.0
2159,1,52.34292,4.89445,2,1.0,2,7,279,4.62,2,1,0,0,0,0,70.0
2160,1,52.36284,4.892,2,1.0,2,18,79,4.69,2,1,0,0,0,0,91.0
2161,1,52.36678,4.87336,2,1.0,2,0,29,4.79,4,1,0,0,0,0,145.0
2162,1,52.37277,4.87116,2,1.0,2,5,23,4.78,4,0,0,0,0,0,130.0
2163,0,52.3815,4.85271,2,1.0,1,5,19,4.95,2,1,0,0,0,0,49.0
2164,0,52.35329,4.91083,2,2.0,3,1,0,4.643794288736118,4,0,0,0,0,0,70.0
2165,0,52.36154,4.91452,2,1.0,3,0,1,5.0,4,0,0,0,0,0,139.0
2166,1,52.32678,4.96623,3,1.0,1,0,11,4.64,4,1,0,0,0,0,265.0
2167,1,52.36814,4.86832,4,2.0,3,0,48,4.75,4,0,0,0,0,0,210.0
2168,0,52.40315,4.9618,4,1.0,2,28,4,4.75,4,0,0,0,0,0,200.0
2169,2,52.35348,4.9451,3,1.0,4,11,8,4.43,4,0,0,0,0,0,129.0
2170,1,52.37308,4.89964,4,2.0,1,0,44,4.61,4,1,0,0,0,0,350.0
2171,0,52.36932,4.86704,4,2.0,18,0,1,5.0,4,0,0,0,0,0,68.0
2172,1,52.37445,4.90541,4,2.0,6,3,15,4.73,4,0,0,0,0,0,200.0
2173,2,52.35439,4.99451,2,1.0,3,0,8,4.88,2,0,0,0,0,0,80.0
2174,1,52.36611,4.86376,2,1.0,20,0,45,4.18,4,0,0,0,0,0,120.0
2175,6,52.38584,4.88124,2,1.0,2,0,18,4.39,4,0,0,0,0,0,44.0
2176,9,52.3643,4.88867,4,2.0,7,23,2,4.5,4,0,0,0,0,0,302.0
2177,20,52.37547,4.87017,2,1.0,2,26,27,4.56,3,1,0,0,0,0,161.0
2178,0,52.34935,4.9343,4,3.0,3,0,7,4.57,4,0,0,0,0,0,115.0
2179,2,52.38122,4.87973,2,1.0,3,15,101,4.42,2,0,0,0,0,0,65.0
2180,1,52.3532,4.87888,2,1.0,3,0,14,4.38,4,0,0,0,0,0,100.0
2181,2,52.37928,4.89041,2,1.0,3,19,256,4.73,4,0,1,0,0,0,135.0
2182,1,52.38442,4.8766,4,3.0,3,0,15,4.67,4,0,0,0,0,0,175.0
2183,0,52.37503,4.83967,3,1.0,4,12,1,4.0,4,0,0,0,0,0,165.0
2184,1,52.35344,4.8954,2,1.0,1,24,55,4.83,4,1,0,0,0,0,250.0
2185,1,52.37165,4.84912,4,3.0,3,0,18,4.59,4,0,0,0,0,0,250.0
2186,2,52.38598,4.89164,2,1.0,2,20,340,4.76,2,1,0,0,0,0,125.0
2187,1,52.3623,4.92028,2,1.0,3,0,52,4.44,4,0,0,0,0,0,95.0
2188,1,52.35375,4.84745,4,1.0,1,0,68,4.76,4,0,0,0,0,0,110.0
2189,0,52.37641,4.89078,2,1.0,2,0,1,4.0,4,0,0,0,0,0,118.0
2190,2,52.36131,4.86073,2,1.0,2,0,119,4.63,2,1,0,0,0,0,50.0
2191,1,52.34604,4.92992,4,3.0,4,0,2,5.0,4,0,0,0,0,0,225.0
2192,0,52.3616,4.87153,4,3.0,1,0,0,4.643794288736118,4,0,0,0,0,0,117.0
2193,0,52.38122,4.89092,2,1.0,2,1,17,4.82,4,0,0,0,0,0,105.0
2194,0,52.35309,4.91187,6,3.0,7,21,1,5.0,4,0,0,0,0,0,214.0
2195,1,52.38223,4.84905,2,1.0,3,21,1,5.0,4,0,0,0,0,0,44.0
2196,1,52.37102,4.87598,3,1.0,2,0,4,4.75,4,0,0,0,0,0,220.0
2197,1,52.35689,4.91209,2,1.0,3,0,8,4.5,4,0,0,0,0,0,160.0
2198,1,52.36807,4.93449,4,3.0,5,0,36,4.69,4,0,1,0,0,0,164.0
2199,1,52.35665,4.86363,2,1.0,7,0,54,4.85,4,0,0,0,0,0,99.0
2200,1,52.36545,4.92532,2,1.0,5,28,33,4.74,4,0,0,0,0,0,120.0
2201,4,52.35366,4.91213,6,2.0,1,0,1,4.0,3,0,0,1,0,0,890.0
2202,1,52.38203,4.87826,2,1.0,2,4,5,4.6,4,0,0,0,0,0,125.0
2203,1,52.34611,4.89266,8,4.0,2,6,32,4.63,4,0,0,0,0,0,325.0
2204,1,52.36105,4.92658,2,1.0,4,0,9,4.56,4,0,0,0,0,0,90.0
2205,1,52.34346,4.89507,2,1.0,4,0,59,4.72,4,0,0,0,0,0,90.0
2206,2,52.37035,4.84786,1,1.0,1,29,1,4.643794288736118,4,0,0,0,0,0,250.0
2207,0,52.3779,4.84629,2,1.0,3,14,0,4.643794288736118,4,0,0,0,0,0,120.0
2208,1,52.3481,4.85648,2,1.0,5,0,6,4.67,4,0,0,0,0,0,145.0
2209,1,52.38334,4.8258,4,2.0,5,0,8,4.63,4,0,0,0,0,0,120.0
2210,5,52.39944,4.89375,2,1.0,1,24,2,4.5,2,0,0,1,0,0,981.0
2211,3,52.36655,4.9093,4,2.0,2,26,2,5.0,2,1,0,0,0,0,330.0
2212,9,52.37108,4.85303,2,1.0,3,28,107,4.3,2,0,0,0,0,0,45.0
2213,1,52.35218,4.90442,2,1.0,2,11,27,4.54,2,1,0,0,0,0,99.0
2214,3,52.35719,4.92193,2,1.0,1,18,124,4.68,2,1,0,0,0,0,140.0
2215,0,52.34577,4.84762,2,1.0,4,0,0,4.643794288736118,4,0,0,0,0,0,120.0
2216,1,52.35597,4.88512,4,2.0,4,0,95,4.8,4,0,0,0,0,0,149.0
2217,1,52.37159,4.88146,4,2.0,4,19,50,4.69,4,0,0,0,0,0,414.0
2218,1,52.37559,4.90682,2,1.0,2,0,35,4.75,4,0,1,0,0,0,199.0
2219,1,52.35276,4.89862,4,2.0,6,8,10,4.8,4,0,0,0,0,0,120.0
2220,1,52.359,4.90816,2,1.0,3,18,10,4.7,4,0,0,0,0,0,250.0
2221,1,52.36326,4.85601,2,1.0,3,0,14,4.67,4,0,0,0,0,0,130.0
2222,1,52.36971,4.84919,2,1.0,3,7,7,4.86,4,0,0,0,0,0,138.0
2223,1,52.36002,4.85442,3,2.0,3,0,18,4.53,4,0,0,0,0,0,120.0
2224,9,52.3643,4.88867,2,1.0,7,22,0,4.643794288736118,4,0,0,0,0,0,231.0
2225,1,52.3749,4.90543,4,2.0,2,13,155,4.47,2,0,0,0,0,0,120.0
2226,1,52.41928,4.90233,4,2.0,2,12,33,4.42,4,0,0,0,0,0,229.0
2227,1,52.35297,4.85206,5,3.0,7,4,10,4.56,4,0,0,0,0,0,333.0
2228,2,52.3527,4.86091,4,2.0,2,25,46,4.63,2,1,0,0,0,0,210.0
2229,1,52.38284,4.86991,2,1.0,6,0,32,4.69,4,0,0,0,0,0,85.0
2230,1,52.37392,4.82181,2,1.0,4,0,10,5.0,4,0,0,0,0,0,119.0
2231,9,52.37116,4.85505,3,1.0,3,25,73,4.19,2,0,0,0,0,0,45.0
2232,1,52.42075,4.89596,4,3.0,5,0,2,4.5,4,0,0,0,0,0,155.0
2233,8,52.38534,4.87453,2,1.0,1,30,41,4.7,2,1,0,1,0,0,89.0
2234,1,52.37236,4.87329,2,1.0,2,10,35,4.77,2,0,0,0,0,0,80.0
2235,1,52.35496,4.89182,4,1.0,5,8,16,4.8,4,1,0,0,0,0,150.0
2236,1,52.35107,4.84815,4,2.0,2,0,8,5.0,4,0,0,0,0,0,85.0
2237,3,52.36392,4.86749,2,1.0,3,0,8,5.0,4,0,0,0,0,0,140.0
2238,1,52.3691,4.89036,4,2.0,3,16,64,4.58,3,0,0,0,0,0,156.0
2239,0,52.34915,4.91344,4,2.0,3,25,2,5.0,4,0,0,0,0,0,265.0
2240,1,52.35643,4.90409,2,1.0,2,6,394,4.76,2,1,0,0,0,0,96.0
2241,3,52.35719,4.92193,1,1.0,1,18,171,4.8,2,1,0,0,0,0,111.0
2242,1,52.35166,4.85767,4,4.0,3,2,23,4.64,4,0,0,0,0,0,450.0
2243,1,52.37002,4.85226,2,1.0,3,0,31,4.83,4,0,0,0,0,0,100.0
2244,2,52.36017,4.84902,2,1.0,3,10,19,4.68,2,0,0,0,0,0,75.0
2245,1,52.36962,4.87206,3,1.0,3,0,3,4.0,4,0,0,0,0,0,175.0
2246,1,52.36542,4.87309,2,1.0,2,0,16,4.67,4,0,0,0,0,0,119.0
2247,0,52.37447,4.90719,2,1.0,1,25,1,5.0,2,1,0,1,0,0,175.0
2248,0,52.37135,4.8958,4,1.0,3,0,0,4.643794288736118,4,0,0,0,0,0,290.0
2249,22,52.364967,4.880611,2,1.0,2,0,8,4.25,4,0,0,0,0,0,50.0
2250,1,52.35412,4.88326,5,2.0,2,0,1,5.0,4,0,0,0,0,0,135.0
2251,1,52.40277,4.91751,4,3.0,2,4,24,4.76,4,0,0,0,0,0,125.0
2252,1,52.3508,4.84169,2,1.0,2,0,103,4.75,2,1,0,0,0,0,42.0
2253,0,52.3386,4.91947,2,1.0,3,0,14,4.79,4,0,0,0,0,0,90.0
2254,1,52.3458,4.8909,4,2.0,4,0,3,4.67,4,0,0,0,0,0,175.0
2255,0,52.36022,4.9258,2,1.0,2,0,5,5.0,4,0,0,0,0,0,204.0
2256,1,52.35628,4.99844,4,4.0,5,0,10,4.67,4,0,0,0,0,0,257.0
2257,0,52.35265,4.89835,4,2.0,1,10,1,5.0,4,0,0,0,0,0,255.0
2258,1,52.35634,4.99094,8,4.0,3,0,9,4.86,4,0,0,0,0,0,300.0
2259,7,52.38104,4.89175,2,1.0,1,11,110,4.46,2,0,0,0,0,0,71.0
2260,1,52.35194,4.91335,1,1.0,5,23,32,4.76,4,0,0,0,0,0,89.0
2261,0,52.382801,4.837267,4,2.0,6,0,0,4.643794288736118,4,0,0,0,0,0,150.0
2262,8,52.37669,4.89305,1,1.0,1,13,24,4.58,2,0,0,1,0,0,75.0
2263,4,52.37748,4.8634,2,1.0,1,3,59,4.73,4,0,0,0,0,0,199.0
2264,1,52.35774,4.89647,2,1.0,1,30,50,4.72,2,0,0,0,0,0,115.0
2265,1,52.3678,4.94205,2,1.0,6,0,45,4.73,4,1,0,0,0,0,100.0
2266,1,52.35546,4.90394,2,1.0,2,21,159,4.81,2,1,0,0,0,0,79.0
2267,1,52.3634,4.85335,3,2.0,3,0,82,4.76,4,0,0,0,0,0,150.0
2268,1,52.35438,4.92349,2,1.0,3,0,6,4.67,4,0,0,0,0,0,195.0
2269,0,52.37407,4.87678,4,1.0,1,29,52,4.58,2,1,0,0,0,0,99.0
2270,1,52.40745,4.90396,8,4.0,5,0,21,4.95,4,0,0,0,0,0,150.0
2271,2,52.38273,4.85468,3,2.0,3,0,10,4.44,4,0,0,0,0,0,105.0
2272,0,52.35651,4.99681,4,3.0,3,0,0,4.643794288736118,4,0,0,0,0,0,215.0
2273,1,52.40393,4.94149,3,1.0,3,20,77,4.81,2,1,0,0,0,0,70.0
2274,0,52.42476,4.88693,6,3.0,2,14,25,4.76,4,1,0,0,0,0,300.0
2275,9,52.37654,4.88907,4,4.0,7,0,12,4.75,4,0,0,0,0,0,675.0
2276,0,52.3634,4.92829,2,1.0,4,23,0,4.643794288736118,4,0,0,0,0,0,150.0
2277,1,52.37254,4.90194,2,1.0,2,21,99,4.66,2,0,0,0,0,0,123.0
2278,1,52.36058,4.869789,4,6.0,3,11,38,4.76,4,0,0,0,0,0,550.0
2279,2,52.39956,4.89681,16,10.0,2,15,21,4.81,2,1,0,0,0,0,529.0
2280,4,52.37981,4.87418,4,1.0,1,21,31,4.67,4,1,0,0,0,0,167.0
2281,1,52.36512,4.88241,4,2.0,7,30,39,3.79,4,0,0,0,0,0,164.0
2282,1,52.37713,4.8821,4,2.0,3,7,38,4.76,4,0,0,0,0,0,225.0
2283,1,52.35587,4.89541,2,1.0,2,0,55,4.36,4,0,0,0,0,0,99.0
2284,1,52.36422,4.93679,3,2.0,5,2,5,4.4,4,0,0,0,0,0,130.0
2285,1,52.36972,4.88076,4,2.0,7,7,13,4.69,4,0,0,0,0,0,198.0
2286,1,52.36337,4.87484,4,2.0,3,0,13,4.92,4,0,0,0,0,0,160.0
2287,1,52.38024,4.86973,2,1.0,2,0,21,4.57,4,0,0,0,0,0,140.0
2288,2,52.37412,4.88836,4,1.0,7,2,87,4.59,4,0,0,0,0,0,166.0
2289,0,52.38064,4.84886,2,1.0,3,0,3,5.0,4,0,0,0,0,0,133.0
2290,1,52.37851,4.84993,2,1.0,3,1,25,4.58,4,0,0,0,0,0,100.0
2291,0,52.36501,4.98203,3,1.0,2,0,77,4.92,2,1,0,0,0,0,85.0
2292,1,52.37046,4.91945,2,1.0,3,0,36,4.89,4,0,0,0,0,0,110.0
2293,0,52.39857,4.90464,2,1.0,2,0,41,4.83,2,1,0,0,0,0,76.0
2294,1,52.327,4.94728,2,1.0,2,0,11,4.82,4,0,0,0,0,0,100.0
2295,1,52.35622,4.89641,2,1.0,4,0,7,4.29,4,0,0,0,0,0,130.0
2296,4,52.3675,4.86676,2,1.0,1,0,0,4.643794288736118,2,0,0,0,0,0,110.0
2297,1,52.39464,4.90554,4,3.0,4,0,3,4.67,4,0,1,0,0,0,150.0
2298,1,52.3552,4.89161,4,2.0,4,17,231,4.52,4,0,0,0,0,0,251.0
2299,1,52.37007,4.87567,4,2.0,1,8,7,4.86,2,0,0,0,0,0,249.0
2300,1,52.3681,4.89934,2,1.0,4,0,32,4.56,4,0,0,0,0,0,164.0
2301,1,52.36901,4.86852,2,1.0,7,0,37,4.73,4,0,0,0,0,0,110.0
2302,2,52.36655,4.92385,2,1.0,3,0,37,4.62,2,1,0,0,0,0,100.0
2303,0,52.37098,4.8578,2,1.0,3,0,5,5.0,2,0,0,0,0,0,169.0
2304,6,52.36953,4.94749,4,1.0,1,30,143,4.47,4,0,0,0,0,0,215.0
2305,0,52.38827,4.88625,4,2.0,3,0,8,4.75,4,0,1,0,0,0,240.0
2306,1,52.3474,5.01041,6,3.0,5,23,1,5.0,4,0,0,0,0,0,250.0
2307,12,52.38312,4.90442,1,1.0,1,0,24,4.54,3,0,0,0,0,0,42.0
2308,0,52.371,4.86222,4,2.0,2,0,39,4.62,4,0,0,0,0,0,150.0
2309,7,52.37344,4.89869,6,3.0,3,17,13,4.31,4,0,0,0,0,0,409.0
2310,5,52.31008,4.99993,2,1.0,1,27,4,4.25,2,0,0,0,0,0,85.0
2311,1,52.38014,4.89345,4,3.0,7,0,65,4.57,4,0,0,0,0,0,266.0
2312,1,52.38391,4.87971,3,1.0,2,0,8,4.75,4,0,0,0,0,0,200.0
2313,1,52.36639,4.8601,2,1.0,3,16,106,4.76,2,0,0,0,0,0,75.0
2314,1,52.35278,4.91919,3,2.0,2,16,38,4.49,4,0,0,0,0,0,249.0
2315,0,52.37166,4.82951,4,2.0,3,13,63,4.81,4,0,0,0,0,0,275.0
2316,1,52.38277,4.87446,2,1.0,3,0,21,4.62,4,0,0,0,0,0,75.0
2317,2,52.35035,4.91362,2,1.0,2,7,175,4.79,2,1,0,0,0,0,107.0
2318,2,52.36472,4.90703,2,1.0,3,0,59,4.68,2,1,0,0,0,0,175.0
2319,1,52.35373,4.92876,4,2.0,3,18,50,4.56,2,1,0,0,0,0,152.0
2320,1,52.37662,4.88696,2,1.0,3,4,19,4.67,2,1,0,0,0,0,190.0
2321,1,52.37243,4.86602,4,2.0,2,0,9,5.0,4,1,0,0,0,0,165.0
2322,3,52.404045,4.901576,2,1.0,2,25,52,4.88,2,1,0,0,0,0,65.0
2323,1,52.37276,4.89707,2,1.0,2,0,707,4.7,2,1,0,0,0,0,70.0
2324,2,52.36418,4.88261,2,1.0,1,20,319,4.65,2,1,0,0,0,0,74.0
2325,2,52.37337,4.96672,2,1.0,2,10,23,4.78,2,1,0,0,0,0,70.0
2326,1,52.362,4.87212,4,2.0,2,10,2,4.5,4,0,0,0,0,0,293.0
2327,1,52.32322,4.87971,2,1.0,2,0,16,4.94,2,1,0,0,0,0,55.0
2328,1,52.3784,4.85215,3,1.0,3,0,24,4.79,4,0,0,0,0,0,125.0
2329,7,52.37625,4.77802,4,2.0,3,0,51,4.76,4,0,0,0,0,0,155.0
2330,3,52.37602,4.897,4,2.0,1,17,0,4.643794288736118,4,0,0,0,0,0,540.0
2331,1,52.36947,4.88491,4,2.0,1,25,82,4.75,4,1,0,0,0,0,453.0
2332,1,52.3809,4.96522,2,1.0,2,19,465,4.84,2,1,0,0,0,0,75.0
2333,2,52.36832,4.90935,2,1.0,2,0,70,4.79,4,1,0,0,0,0,130.0
2334,1,52.38097,4.85526,2,1.0,2,0,34,4.65,4,1,0,0,0,0,160.0
2335,1,52.36926,4.87478,4,2.0,3,19,4,4.5,4,0,0,0,0,0,261.0
2336,1,52.36077,4.88909,4,1.0,4,0,35,4.41,4,0,0,0,0,0,172.0
2337,1,52.35594,4.85466,2,1.0,2,0,13,4.46,2,1,0,0,0,0,75.0
2338,0,52.36334,4.90489,4,2.0,7,8,6,4.5,4,0,0,0,0,0,143.0
2339,1,52.37645,4.84566,2,1.0,2,0,14,4.71,4,0,0,0,0,0,100.0
2340,1,52.36767,4.86774,2,1.0,5,5,58,4.45,4,0,0,0,0,0,100.0
2341,1,52.35715,4.86032,2,1.0,5,0,8,4.5,4,0,0,0,0,0,170.0
2342,0,52.36474,4.88981,2,1.0,3,0,5,5.0,4,0,0,0,0,0,1400.0
2343,1,52.41333,4.88338,2,1.0,2,0,60,4.4,2,0,0,0,0,0,65.0
2344,0,52.3881,4.91438,2,1.0,1,0,0,4.643794288736118,2,0,0,1,0,0,133.0
2345,1,52.36008,4.94462,4,1.0,5,26,20,4.8,4,0,0,0,0,0,125.0
2346,2,52.34833,4.78987,4,3.0,3,0,3,5.0,4,0,0,0,0,0,165.0
2347,1,52.35531,4.90333,4,2.0,3,0,27,4.85,4,0,0,0,0,0,355.0
2348,18,52.38289,4.88623,2,1.0,7,22,1,5.0,4,1,0,0,0,0,110.0
2349,0,52.37055,4.87966,2,1.0,1,0,3,5.0,4,0,0,0,0,0,249.0
2350,1,52.36188,4.90062,4,2.0,1,28,64,4.55,4,0,0,0,0,0,400.0
2351,2,52.36473,4.88133,2,1.0,2,14,156,4.61,4,0,0,0,0,0,146.0
2352,1,52.35602,4.91945,3,1.0,2,0,22,4.33,4,0,0,0,0,0,190.0
2353,1,52.37006,4.85853,2,1.0,2,7,68,4.54,4,1,0,0,0,0,150.0
2354,5,52.3102,5.00055,2,1.0,1,20,73,4.4,3,0,0,0,0,0,98.0
2355,2,52.35481,4.90078,2,1.0,1,24,540,4.63,2,1,0,0,0,0,68.0
2356,1,52.35927,4.92427,2,1.0,3,0,14,4.62,4,0,0,0,0,0,102.0
2357,0,52.384,4.87276,2,1.0,7,1,4,5.0,4,0,0,0,0,0,95.0
2358,1,52.37089,4.87258,2,1.0,4,0,64,4.9,4,1,1,0,0,0,240.0
2359,1,52.37019,4.88046,2,1.0,1,7,23,4.74,2,1,0,0,0,0,92.0
